Quote,Author,Image file,Source of quote,Image link,Image credit,License type,Topic,Other links,Portrait from another page (same author)
640 kb (of memory) ought to be enough for anybody…,Bill Gates - 1981 (disputed - he claims he never said it),hw_processing_files\general_image-1257.png,Hardware: Processing (hw_processing.php); HW Quotes (hw_quotes.php),https://commons.wikimedia.org/wiki/File:Bill_Gates_July_2014.jpg,"Photo by DFID - UK Department for International Development (https://www.flickr.com/photos/dfid/14590135480/) [CC BY 2.0], via Wikimedia Commons",CC BY 2.0,Hardware,https://www.flickr.com/photos/dfid/14590135480/,
"More than any other modern tool, computers are a total mystery to their users. Most people never open them up to fix them or to see how they work.",Clive Thompson,hw_processing_files\general_image-1206.png,Hardware: Processing (hw_processing.php); HW Quotes (hw_quotes.php),https://www.flickr.com/photos/cambodia4kidsorg/541413686/,Photo from Flikr,,Hardware,,
Hardware: This is the part of the computer that stops working when you spill beer on it.,Dave Barry,hw_processing_files\general_image-1285.png,Hardware: Processing (hw_processing.php); HW Quotes (hw_quotes.php),https://commons.wikimedia.org/wiki/File:Famous_author_Dave_Berry_(6884519916).jpg,"Photo by Charlie Cowins from Belmont, NC, USA (famous author Dave Berry) [CC BY 2.0 ], via Wikimedia Commons",CC BY 2.0,Hardware,,
Hardware: where the people in your company's software section will tell you the problem is. Software: where the people in your company's hardware section will tell you the problem is.,Dave Barry,hw_processing_files\general_image-1300.png,Hardware: Processing (hw_processing.php); HW Quotes (hw_quotes.php),https://commons.wikimedia.org/wiki/File:Famous_author_Dave_Berry_(6884519916).jpg,"Photo by Charlie Cowins from Belmont, NC, USA (famous author Dave Berry) [CC BY 2.0 ], via Wikimedia Commons",CC BY 2.0,Hardware,,
"Truth is, I wouldn't know a gigabyte from a snakebite.",Dolly Parton,hw_processing_files\general_image-1272.png,Hardware: Processing (hw_processing.php); HW Quotes (hw_quotes.php),https://hu.wikipedia.org/wiki/Fájl:Young-Dolly-Parton.jpg,Photo - Public domain from Wikipedia,Public domain,Hardware,,
A computer terminal is not some clunky old television with a typewriter in front of it. It is an interface where the mind and body can connect with the Universe and move bits of it about.,Douglas Adams,hw_processing_files\general_image-1221.png,Hardware: Processing (hw_processing.php); HW Quotes (hw_quotes.php),https://commons.wikimedia.org/wiki/File:Douglas_adams_portrait_cropped.jpg,"Photo by Douglas_adams_portrait.jpg: michael hughes from berlin, germanyderivative work: Beao (Douglas_adams_portrait.jpg) [CC BY-SA 2.0 ], via Wikimedia Commons",CC BY-SA 2.0,Hardware,,
"Moore’s law, prediction made by American engineer Gordon Moore in 1965 that the number of transistors per silicon chip doubles every year (later adjusted to 18 months / 2 years - this implies that processing power doubles during that time)",Gordon Moore,hw_processing_files\general_image-1278.png,Hardware: Processing (hw_processing.php); HW Quotes (hw_quotes.php),https://commons.wikimedia.org/wiki/File:Gordon_Moore_Scientists_You_Must_Know.png,"Photo by Science History Institute [CC BY-SA 3.0 ], via Wikimedia Commons",CC BY-SA 3.0,Hardware,,
"I think it's pretty pointless, my children learning to use a keyboard - we will just talk to our computers. Why would we not?",Julian Treasure,hw_processing_files\general_image-1269.png,Hardware: Processing (hw_processing.php); HW Quotes (hw_quotes.php),https://www.flickr.com/photos/125207874@N04/14334381748,Photo from Flikr,,Hardware,,
There is no reason for any individual to have a computer in his home.,Ken Olsen (1977),,Hardware: Processing (hw_processing.php); HW Quotes (hw_quotes.php),,,,Hardware,,
Every one of today's smartphones has thousands of times more processing power than the computers that guided astronauts to the moon.,Peter Thiel,hw_processing_files\general_image-1239.png,Hardware: Processing (hw_processing.php); HW Quotes (hw_quotes.php),https://commons.wikimedia.org/wiki/File:Peter_Thiel_by_Dan_Taylor.jpg,"Photo by Dan Taylor [CC BY 2.0 ], via Wikimedia Commons",CC BY 2.0,Hardware,,
Men and machines are good at different things. People form plans and make decisions in complicated situations. We are less good at making sense of enormous amounts of data. Computers are exactly the opposite: they excel at efficient data processing but struggle to make basic judgments that would be simple for any human.,Peter Thiel,hw_processing_files\general_image-1263.png,Hardware: Processing (hw_processing.php); HW Quotes (hw_quotes.php),https://commons.wikimedia.org/wiki/File:Peter_Thiel_by_Dan_Taylor.jpg,"Photo by Dan Taylor [CC BY 2.0 ], via Wikimedia Commons",CC BY 2.0,Hardware,,
The inside of a computer is as dumb as hell but it goes like mad!,Richard Feynman,hw_processing_files\general_image-1288.png,Hardware: Processing (hw_processing.php); HW Quotes (hw_quotes.php),https://it.wikipedia.org/wiki/File:Richard-feynman.jpg,Photo from Wikipedia,,Hardware,,
"By 2020, most home computers will have the computing power of a human brain. That doesn't mean that they are brains, but it means that in terms of raw processing, they can process bits as fast as a brain can. So the question is, how far behind that is the development of a machine that's as smart as we are?",Seth Shostak,hw_processing_files\general_image-1248.png,Hardware: Processing (hw_processing.php); HW Quotes (hw_quotes.php),https://commons.wikimedia.org/wiki/File:Seth-Shostak.jpg,"Photo by Seth Shostak [CC BY-SA 4.0 ], from Wikimedia Commons",CC BY-SA 4.0,Hardware,,
"(The CPU)… takes these very simple-minded instructions: 'Go fetch a number, add it to this number, put the result there, perceive if it's greater than this other number' - but executes them at a rate of, let's say, 1,000,000 per second. At 1,000,000 per second, the results appear to be magic.",Steve Jobs,hw_processing_files\general_image-1260.png,Hardware: Processing (hw_processing.php); HW Quotes (hw_quotes.php),https://commons.wikimedia.org/wiki/File:Steve_Jobs_Headshot_2010-CROP.jpg,"Photo by Matthew Yohe [CC BY-SA 3.0 or GFDL], via Wikimedia Commons",CC BY-SA 3.0 or GFDL,Hardware,https://en.wikipedia.org/wiki/User:Matt_Yohe,
(The mouse)… is going to be the primary interface of the computer of the future.”,Steve Jobs,hw_processing_files\general_image-1224.png,Hardware: Processing (hw_processing.php); HW Quotes (hw_quotes.php),https://commons.wikimedia.org/wiki/File:Steve_Jobs_Headshot_2010-CROP.jpg,"Photo by Matthew Yohe [CC BY-SA 3.0 or GFDL], via Wikimedia Commons",CC BY-SA 3.0 or GFDL,Hardware,https://en.wikipedia.org/wiki/User:Matt_Yohe,
"We're going to be able to ask our computers to monitor things for us, and when certain conditions happen, are triggered, the computers will take certain actions and inform us after the fact.",Steve Jobs,hw_processing_files\general_image-1275.png,Hardware: Processing (hw_processing.php); HW Quotes (hw_quotes.php),https://commons.wikimedia.org/wiki/File:Steve_Jobs_Headshot_2010-CROP.jpg,"Photo by Matthew Yohe [CC BY-SA 3.0 or GFDL], via Wikimedia Commons",CC BY-SA 3.0 or GFDL,Hardware,https://en.wikipedia.org/wiki/User:Matt_Yohe,
"As the world transitions to the Internet of Everything - where people, processes, and data are intelligently connected - we'll be linked in even more ways. Here, billions and trillions of sensors around the earth and in its atmosphere will send information back to machines, computers, and people for further evaluation and decision-making.",Tae Yoo,,Hardware: Processing (hw_processing.php); HW Quotes (hw_quotes.php),,,,Hardware,,
"Not everything that can be counted counts, and not everything that counts can be counted.",Albert Einstein,im_quotes_files\general_image-5066.png,IM Quotes (im_quotes.php),https://commons.wikimedia.org/wiki/File:Albert_Einstein_Head.jpg,"Photograph by Orren Jack Turner, Princeton, N.J. Modified with Photoshop by PM_Poon and later by Dantadd. [Public domain], via Wikimedia Commons",Public domain,Information Management,,
"File names should make sense to all users and readily identify the type, purpose and basic content of each file.",Annie Sisk,im_file_management_files\general_image-5399.png,Data Representation: File Management (im_file_management.php),,,,Information Management,,yes
"include file backup plans in your file management system. Ideally, you should create multiple backup copies of your files. Those backups should be stored on various computers, at least one of which is not located on your workplace premises. Be sure to specify who makes backups, how often and with what technology in your computer file management system.",Annie Sisk,im_file_management_files\general_image-5399.png,Data Representation: File Management (im_file_management.php),,,,Information Management,,
"… postponing file management creates a messy, unworkable system that costs time and efficiency.",Annie Sisk,im_file_management_files\general_image-5399.png,Data Representation: File Management (im_file_management.php),,,,Information Management,,yes
"ASCII stupid question, get a stupid ANSI!",Anonymous,,IM Quotes (im_quotes.php),,,,Information Management,,
BINARY: It's as easy as 01 10 11,Anonymous,,IM Quotes (im_quotes.php),,,,Information Management,,
There are only 10 types of people. Those who understand Binary and those who don’t.,Anonymous,,IM Quotes (im_quotes.php),,,,Information Management,,
There are only 11 types of people. Those who understand Roman Numerals and those who don’t.,Anonymous,,IM Quotes (im_quotes.php),,,,Information Management,,
Why do programmers always confuse Halloween and Christmas? Because 31 Oct = 25 Dec.,Anonymous,,IM Quotes (im_quotes.php),,,,Information Management,,
"When you die, you are 57005.",Anonymous (convert to Hexadecimal to get the joke),,IM Quotes (im_quotes.php),,,,Information Management,,
"Digital time does not flow; it flicks. Like any binary, discrete decision, it is either here or there. In contrast to our experience of the passing of time, digital time is always in the now, or in no time. It is still. Poised.",Douglas Rushkoff,im_quotes_files\general_image-4415.png,IM Quotes (im_quotes.php),https://commons.wikimedia.org/wiki/File:Douglas_Rushkoff.jpg,"Photo by FRONT from Belfast, Northern Ireland (Doug RushkoffUploaded by The Earwig) [CC BY 2.0], via Wikimedia Commons",CC BY 2.0,Information Management,,
"The simplest kind of decision is binary: that is, the question can be answered, in principle at least, by either yes or no.",E. J. W. Barber,,IM Quotes (im_quotes.php),,,,Information Management,,
"Anything that can unambiguously represent two values - while resisting, just a wee bit, randomly flipping from the state you want retained into the opposite state - can encode binary data.",Edward M. Lerner,,IM Quotes (im_quotes.php),,,,Information Management,,
"Digital organisms, while not necessarily any more alive than a phone book, are strings of code that replicate and evolve over time. Digital codes are strings of binary digits - bits.",George Dyson,im_quotes_files\general_image-5063.png,IM Quotes (im_quotes.php),,Photo Dr Mark E Minnie Wikipedia,,Information Management,,
"The virtue of binary is that it's the simplest possible way of representing numbers. Anything else is more complicated. You can catch errors with it, it's unambiguous in its reading, there are lots of good things about binary. So it is very, very simple once you learn how to read it.",George M. Whitesides,im_quotes_files\general_image-5069.png,IM Quotes (im_quotes.php),https://commons.wikimedia.org/wiki/File:George_Whitesides_HD2010_Othmer_Gold_Medal_portrait6.JPG,"Science History Institute [CC BY-SA 3.0 ], via Wikimedia Commons",CC BY-SA 3.0,Information Management,,
"At its most fundamental, information is a binary choice. In other words, a single bit of information is one yes-or-no choice.",James Gleick,im_quotes_files\general_image-5057.png,IM Quotes (im_quotes.php),https://commons.wikimedia.org/wiki/File:James_Gleick_color.jpg,"By JGleick [CC BY-SA 4.0 ], from Wikimedia Commons",CC BY-SA 4.0,Information Management,,
It's best to set up your file structure within one master folder; this makes backing up and moving stored files easier.,K.J. McCory,,Data Representation: File Management (im_file_management.php),,,,Information Management,,
"Sometimes electronic documents are stored under a single file folder, which is similar to storing all paper office documents in one file cabinet drawer, with no hanging files or Manila folders to categorize them.",K.J. McCory,,Data Representation: File Management (im_file_management.php),,,,Information Management,,
The average worker loses now over two hours looking for misplaced documents and emails on their computer.,K.J. McCory,,Data Representation: File Management (im_file_management.php),,,,Information Management,,
"All the data on your hard drive consists of files and folders. The basic difference between the two is that files store data, while folders store files and other folders.",Per Christensson,,Data Representation: File Management (im_file_management.php),,,,Information Management,,
"Anyone with a child knows that children learn about the world through binary options: up or down, hot or cold, big or little, inside or outside, wet or dry, good or bad, boy or girl, man or woman.",Phyllis Schlafly,im_quotes_files\general_image-5072.png,IM Quotes (im_quotes.php),https://commons.wikimedia.org/wiki/File:Phyllis_Schlafly_by_Gage_Skidmore_3.jpg,"Gage Skidmore [CC BY-SA 3.0 ], from Wikimedia Commons",CC BY-SA 3.0,Information Management,,
"The basic objective of a good filing system is to be able to find (what) you need quickly and economically, regardless of its format. The goal of a good filing system is to provide quick access to information.",Sacramento State University,,Data Representation: File Management (im_file_management.php),,,,Information Management,,
You should be consistent and descriptive in naming and organizing files so that it is obvious where to find specific data and what the files contain.,Stanford Libraries,,Data Representation: File Management (im_file_management.php),,,,Information Management,,
"Create other folders within these main folders as need arises. For instance, a folder called “Invoices” might contain folders called “2018”, “2017” and “2016”. A folder named for a client might include the folders ""customer data"" and ""correspondence"". The goal is to have every file in a folder rather than having a bunch of orphan files listed. Do not, however, create complex, deeply-layered folder structures. Wherever possible use descriptive file names instead.",Susan Ward,,Data Representation: File Management (im_file_management.php),,,,Information Management,,
Proper organization of digital documents is especially critical in a shared environment - if one of your employees is absent (temporarily or permanently!) you should be able to easily locate any documents created or managed by that person.,Susan Ward,,Data Representation: File Management (im_file_management.php),,,,Information Management,,
"The best time to file a document is when you first create it. So get in the habit of using the ""Save As"" dialogue box to file your document as well as name it, putting it in the right place in the first place.",Susan Ward,,Data Representation: File Management (im_file_management.php),,,,Information Management,,
Use plain language to name your folders; you don’t want to be looking at this list of folders in the future and wondering what “TFK” or whatever other interesting abbreviation you invented means.,Susan Ward,,Data Representation: File Management (im_file_management.php),,,,Information Management,,
It (access to IT & the intertnet) is no longer a luxury. This is serious. It’s really a social justice issue. It’s a 21st century civil rights issue.,Cheptoo Kositany-Buckner,,SI Quotes (si_quotes.html),,,,Social Implications,,
"I realised that you can never legislate away from piracy. Laws can definitely help, but it doesn't take away the problem. The only way to solve the problem was to create a service that was better than piracy and at the same time compensates the music industry - that gave us Spotify.",Daniel Ek,si_quotes_files\general_image-46.png,SI Quotes (si_quotes.html),https://commons.wikimedia.org/wiki/File:Cropped_image_of_Daniel_Ek.jpg,"By Patrik Ragnarsson from Linköping, Sweden (File:Mr Spotify (5576653027).jpgUploaded by Julle) [CC BY 2.0 ], via Wikimedia Commons",CC BY 2.0,Social Implications,,
"…you give Google a perpetual, irrevocable, worldwide, royalty-free, and non-exclusive license to reproduce, adapt, modify, translate, publish, publicly perform, publicly display and distribute any Content which you submit, post or display on or through, the Services.",Extract from the original Google Chrom EULA,,SI Quotes (si_quotes.html),,,,Social Implications,,
"When people talk to me about the digital divide, I think of it not so much about who has access to what technology as about who knows how to create and express themselves in the new language of the screen. If students aren't taught the language of sound and images, shouldn't they be considered as illiterate as if they left college without being able to read and write?",George Lucas,si_quotes_files\general_image-61.png,SI Quotes (si_quotes.html),https://commons.wikimedia.org/wiki/File:George_Lucas_cropped_2009.jpg,"By nicolas genin (Flickr) [CC BY-SA 2.0 ], via Wikimedia Commons",CC BY-SA 2.0,Social Implications,,
Soon the digital divide will not be between the haves and the have-nots. It will be between the know-hows and the non-know-hows.,Howard Rheingold,si_quotes_files\general_image-37.png,SI Quotes (si_quotes.html),https://commons.wikimedia.org/wiki/File:Howard_Rheingold_(5).jpg,"By Joi [CC BY 2.0 ], via Wikimedia Commons",CC BY 2.0,Social Implications,,
"Give people what they want, when they want it, in the form they want it in, at a reasonable price, and they'll more likely pay for it rather than steal it. Well, some will still steal it, but I think we can take a bite out of piracy.",Kevin Spacey,si_quotes_files\general_image-43.png,SI Quotes (si_quotes.html),https://commons.wikimedia.org/wiki/File:Kevin_Spacey_@_San_Diego_Comic-Con_2008.jpg,"By Pinguino k (flickr) [CC BY 2.0 ], via Wikimedia Commons",CC BY 2.0,Social Implications,,
"If you create something, you don't want someone else to go and profit from it; you have your right to make a living and everything. So I respect copyright. What I don't respect is copyright extremism. And I what I don't respect is a business model that encourages piracy.",Kim Dotcom,si_quotes_files\general_image-40.png,SI Quotes (si_quotes.html),https://commons.wikimedia.org/wiki/File:Kim_Dotcom-2.jpg,"By Robert O'Neill [CC BY-SA 4.0 ], from Wikimedia Commons",CC BY-SA 4.0,Social Implications,,
"Copyleft is a label that gives anyone else the right to use, modify and build upon an artist’s work, making the original belong to no one and to everyone.",Leslie Nguyen-Okwu,,SI Quotes (si_quotes.html),,,,Social Implications,,
"The Internet is not a luxury, it is a necessity.",President Barack Obama,si_quotes_files\general_image-49.png,SI Quotes (si_quotes.html),https://commons.wikimedia.org/wiki/File:Official_portrait_of_President_Barack_Obama_(8390033709).jpg,"By The White House from Washington, DC (P120612PS-0463Uploaded by ComputerHotline) [Public domain], via Wikimedia Commons",Public domain,Social Implications,,
It is dangerously destabilizing to have half the world on the cutting edge of technology while the other half struggles on the bare edge of survival.,President Bill (William J) Clinton,si_quotes_files\general_image-52.png,SI Quotes (si_quotes.html),https://commons.wikimedia.org/wiki/File:Bill_Clinton_(2015).jpg,"By Chris Savas (Derived from Flickr) [CC BY 4.0 ], via Wikimedia Commons",CC BY 4.0,Social Implications,,
"… know of the dangers and inequities of the traditional digital divide: People who have good access tocomputer networks have a distinct advantage - in terms of both life opportunities and quality of life, I would argue - over the vast majority of the world's population that does not yet have good access to computer networks.",Tom Peters,,SI Quotes (si_quotes.html),,,,Social Implications,,
Creative Commons is an alternative to traditional copyright that allows content creators to keep their rights while permitting certain uses of their works—a “some rights” reserved” license.,Unknown,,SI Quotes (si_quotes.html),,,,Social Implications,,
There's something that happens with the collection of a large amount of data when it's dumped into an Excel spreadsheet or put into a pie chart. You run the risk of completely missing what it's about.,Aaron Koblin,sw_applications_files\general_image-5408.png,Software: Application Software (sw_applications.php),https://commons.wikimedia.org/wiki/File:Aaron-Koblin-2016.jpg,"By Chris Milk (Artist) [CC BY-SA 4.0 ], via Wikimedia Commons",CC BY-SA 4.0,Software,,
"I was like, 'I want us to stop using that term. I'm not a 'girl gamer.' I'm just a gamer.' The reasons I love gaming are the same reasons everyone loves gaming.",Aisha Tyler,sw_applications_files\general_image-5441.png,Software: Application Software (sw_applications.php),https://commons.wikimedia.org/wiki/File:Aisha_Tyler_SDCC_2014.jpg,"By Gage Skidmore [CC BY-SA 2.0 ], via Wikimedia Commons",CC BY-SA 2.0,Software,,
"Every age has its storytelling form, and video gaming is a huge part of our culture. You can ignore or embrace video games and imbue them with the best artistic quality. People are enthralled with video games in the same way as other people love the cinema or theatre.","Andy SerkisGage Skidmore [CC BY-SA 3.0 ], from Wikimedia Commons",sw_applications_files\general_image-5429.png,Software: Application Software (sw_applications.php),https://commons.wikimedia.org/wiki/File:Andy_Serkis_by_Gage_Skidmore_2.jpg,,CC BY-SA 3.0,Software,,
DOS (the CLI) is ugly and interferes with users' experience.,Bill Gates,sw_systems_files\general_image-4460.png,Software: System software (sw_systems.php),https://commons.wikimedia.org/wiki/File:Bill_Gates_July_2014.jpg,"Photo by DFID - UK Department for International Development (https://www.flickr.com/photos/dfid/14590135480/) [CC BY 2.0], via Wikimedia Commons",CC BY 2.0,Software,https://www.flickr.com/photos/dfid/14590135480/,
Software is a great combination between artistry and engineering.,Bill Gates,sw_systems_files\general_image-4421.png,Software: System software (sw_systems.php),,,,Software,,
"The future of Windows is to let the computer see, listen and even learn.",Bill Gates,sw_systems_files\general_image-4448.png,Software: System software (sw_systems.php),https://commons.wikimedia.org/wiki/File:Bill_Gates_July_2014.jpg,"Photo by DFID - UK Department for International Development (https://www.flickr.com/photos/dfid/14590135480/) [CC BY 2.0], via Wikimedia Commons",CC BY 2.0,Software,https://www.flickr.com/photos/dfid/14590135480/,
"Software is much more difficult for people to understand than hardware. Hardware, you can pick it up and touch it and feel it and see what it looks like and so on. Software is more mysterious.",Bob Taylor,sw_systems_files\general_image-1297.png,Software: System software (sw_systems.php),https://commons.wikimedia.org/wiki/File:Bob_Taylor_in_2008.jpg,"Photo by Gardner Campbell [CC BY-SA 2.0 ], via Wikimedia Commons",CC BY-SA 2.0,Software,,
"Looking ahead, we see the popularity of eSports exploding as competitive gaming becomes more mainstream and eSports leagues like 'Call of Duty' World League and Overwatch League driving greater engagement and viewership.",Bobby Kotick,sw_applications_files\general_image-5438.png,Software: Application Software (sw_applications.php),https://commons.wikimedia.org/wiki/File:Bobby_Kotick_in_NYC_photographed_by_Jordan_Matter.jpg,"By Bobby Kotick [CC BY-SA 2.0 ], via Wikimedia Commons",CC BY-SA 2.0,Software,,
"Editing is now the easiest thing on earth to do, and all the things that evolved out of word processing - 'Oh, let's put that sentence there, let's get rid of this' - have become commonplace in films and music too.","Brian EnoBy cosciansky (originally posted to Flickr as Life of Brian) [CC BY 2.0 ], via Wikimedia Commons",sw_applications_files\general_image-4415.png,Software: Application Software (sw_applications.php),https://commons.wikimedia.org/wiki/File:Brian_Eno_2008.jpg,,CC BY 2.0,Software,,
"I was home-schooled, was always very close with my mom, and was very straight-laced and square. I was never the rebellious one, and I never threw hissy fits. I was the type of person that would show a Powerpoint presentation about why I should do something versus crying and screaming over it.",Brie Larson,sw_applications_files\general_image-5414.png,Software: Application Software (sw_applications.php),https://commons.wikimedia.org/wiki/File:Brie_Larson_in_2017.jpeg,"By Dick Thomas Johnson from Tokyo, Japan [CC BY 2.0 ], via Wikimedia Commons",CC BY 2.0,Software,,
"In the smart home of the future, there should be a robot designed to talk to you. With enough display technology, connectivity, and voice recognition, this human-interface robot or head-of-household robot will serve as a portal to the digital domain. It becomes your interface to your robot-enabled home.",Colin Angle,sw_systems_files\general_image-4451.png,Software: System software (sw_systems.php),https://www.flickr.com/photos/janitors/13058793975,Photo Flikr,,Software,,
"In addition to making Android available for free, Google also lets phone makers change the code and customize it so that an Android phone made by, say, Samsung has a different user interface than an Android phone from Motorola.",Daniel Lyons,sw_systems_files\general_image-4481.png,Software: System software (sw_systems.php),https://commons.wikimedia.org/wiki/File:DanielLyons.jpg,"By Mark Coggins from San Francisco (Fake Steve Jobs) [CC BY 2.0 ], via Wikimedia Commons",CC BY 2.0,Software,,
"After ten years of word processing, I can't even do hand writing anymore.",Douglas Adams,sw_applications_files\general_image-5384.png,Software: Application Software (sw_applications.php),https://commons.wikimedia.org/wiki/File:Douglas_adams_portrait_cropped.jpg,"Photo by Douglas_adams_portrait.jpg: michael hughes from berlin, germanyderivative work: Beao (Douglas_adams_portrait.jpg) [CC BY-SA 2.0 ], via Wikimedia Commons",CC BY-SA 2.0,Software,,
Closed environments dominated the computing world of the 1970s and early '80s. An operating system written for a Hewlett-Packard computer ran only on H.P. computers; I.B.M. controlled its software from chips up to the user interfaces.,Ellen Ullman,,Software: System software (sw_systems.php),,,,Software,,
"(talking about Linux) …a world-class operating system could coalesce as if by magic out of part-time hacking by several thousand developers scattered all over the planet, connected only by the tenuous strands of the Internet?","Excerpt From: Tim O'Reilly. “WTF?.”Photo (CC) Brian Solis, www.briansolis.com / bub.blicio.us",sw_systems_files\general_image-4412.png,Software: System software (sw_systems.php),,,,Software,http://www.briansolis.com; http://bub.blicio.us,
"When the simple word processors came in, writing became crisper, less dense - just because of the way we could instantly edit on the screen. Now the ability to mash up words and pictures and links and songs and tweets is what matters. I can't imagine what writing will be like in 2154.",Gail Collins,,Software: Application Software (sw_applications.php),,,,Software,,
"When designers replaced the command line interface with the graphical user interface, billions of people who are not programmers could make use of computer technology.",Howard Rheingold,sw_systems_files\general_image-4457.png,Software: System software (sw_systems.php),https://commons.wikimedia.org/wiki/File:Howard_Rheingold_(5).jpg,"By Joi [CC BY 2.0 ], via Wikimedia Commons",CC BY 2.0,Software,,
"We have met the Devil of Information Overload and his impish underlings, the computer virus, the busy signal, the dead link, and the PowerPoint presentation.",James Gleick,sw_applications_files\general_image-5417.png,Software: Application Software (sw_applications.php),https://commons.wikimedia.org/wiki/File:James_Gleick_color.jpg,"By JGleick [CC BY-SA 4.0 ], from Wikimedia Commons",CC BY-SA 4.0,Software,,
"As far as the customer is concerned, the interface is the product.",Jef Raskin,sw_systems_files\general_image-4475.png,Software: System software (sw_systems.php),https://commons.wikimedia.org/wiki/File:Jef_Raskin_holding_Canon_Cat_model.png,"By Aza Raskin;Perteghella at it.wikipedia [CC BY 2.0 or CC BY 2.5 ], from Wikimedia Commons",CC BY 2.0 or CC BY 2.5,Software,,
The downside of word processing - it's quite possible to never end a work-in-progress. Jim Starlin,Jim Starlin,sw_applications_files\general_image-5387.png,Software: Application Software (sw_applications.php),https://commons.wikimedia.org/wiki/File:Jim_Starlin_(2006).jpg,"By Kim Scarborough [CC BY-SA 2.5 ], from Wikimedia Commons",CC BY-SA 2.5,Software,,
I feel like touchscreen technology blows my mind still. It just makes me think of all of the sci-fi films I enjoyed as a kid.,Joe Trohman,sw_systems_files\general_image-4466.png,Software: System software (sw_systems.php),https://commons.wikimedia.org/wiki/File:Fall_Out_Boy%27s_Joe_Trohman_performs_to_open_the_2016_T-Mobile_-HRDerby._(28004207334).jpg,"By Arturo Pardavila III from Hoboken, NJ, USA [CC BY 2.0 ], via Wikimedia Commons",CC BY 2.0,Software,,
"If you need to do a movie where you have an army of 10,000 soldiers, that's a very difficult thing to shoot for real. It's very expensive, but as computer graphics techniques make that cheaper, it'll be more possible to make pictures on an epic scale, which we haven't really seen since the '50s and '60s.",John Knoll,sw_applications_files\general_image-5426.png,Software: Application Software (sw_applications.php),https://commons.wikimedia.org/wiki/File:John_Knoll_(2)_(cropped).jpg,"By Star Wars (Seth Green & John Knoll) [CC BY 2.0 ], via Wikimedia Commons",CC BY 2.0,Software,,
It is sad that so many designers don't know how to make. CAD software can make a bad design look palatable! It is sad that four years can be spent on a 3D design course without making anything! People who are great at designing and making have a great advantage.,Jonathan Ive,sw_applications_files\general_image-5420.png,Software: Application Software (sw_applications.php),https://commons.wikimedia.org/wiki/File:Jonathan_Ive_(OTRS).jpg,"By Marcus Daweshttp://www.marcusdawes.commarcus@marcusdawes.com (Contact us/Photo submission) [CC BY-SA 3.0 or Attribution], via Wikimedia Commons",CC BY-SA 3.0 or Attribution,Software,http://www.marcusdawes.commarcus@marcusdawes.com,
"I've felt strongly that the advantage of Linux is that it doesn't have a niche or any special market, but that different individuals and companies end up pushing it in the direction they want, and as such you end up with something that is pretty balanced across the board.",Linus Torvalds,sw_systems_files\general_image-4427.png,Software: System software (sw_systems.php),https://commons.wikimedia.org/wiki/File:Linus_Torvalds.jpeg,"By Unknown photographer who sold rights to the picture to linuxmag.com [GFDL or CC-BY-SA-3.0], via Wikimedia Commons",GFDL or CC-BY-SA-3.0,Software,,
"If the Net becomes the center of the universe, which is what seems to be happening, then the dizzying array of machines that will be plugged into it will virtually guarantee that the specifics of which chip and which operating system you've got will be irrelevant.",Marc Andreessen,sw_systems_files\general_image-4436.png,Software: System software (sw_systems.php),https://commons.wikimedia.org/wiki/File:Marc_Andreessen_(1).jpg,"Photo by Joi [CC BY 2.0 ], via Wikimedia Commons",CC BY 2.0,Software,,
The hands are the instruments of man’s intelligence.,"Maria MontessoriSee page for author [Public domain], via Wikimedia Commons",sw_systems_files\general_image-4469.png,Software: System software (sw_systems.php),https://commons.wikimedia.org/wiki/File:Maria_Montessori_(portrait).jpg,,,Software,,
"Put your goals on paper, or an Excel spreadsheet. Measure every day, 'Did I do my best to...?' Your problems won't disappear, but you will exist in a different relation to them, and you will improve.",Marshall Goldsmith,sw_applications_files\general_image-5399.png,Software: Application Software (sw_applications.php),https://commons.wikimedia.org/wiki/File:Marshall_Goldsmith_and_Nigel_Cumberland_(cropped).JPG,"By PipMan12345 [CC BY-SA 4.0 ], from Wikimedia Commons",CC BY-SA 4.0,Software,,
"If gaming were seen as an art, the important question would be not whether games are good for us but whether they are good, full stop.",Naomi Alderman,,Software: Application Software (sw_applications.php),,,,Software,,
"Neural implants could accomplish things no external interface could: Virtual and augmented reality with all five senses; augmentation of human memory, attention, and learning speed; even multi-sense telepathy - sharing what we see, hear, touch, and even perhaps what we think and feel with others.",Ramez Naam,sw_systems_files\general_image-4478.png,Software: System software (sw_systems.php),https://commons.wikimedia.org/wiki/File:Ramez_Naam_at_the_SingularityU_The_Netherlands_Summit_2016_(29025926993)_(cropped).jpg,"By Sebastiaan ter Burg from Utrecht, The Netherlands [CC BY 2.0 ], via Wikimedia Commons",CC BY 2.0,Software,,
"I think by drawing, so I'll draw or diagram everything from a piece of furniture to a stage gesture. I understand things best when they're in graphics, not words.",Robert Wilson,,Software: Application Software (sw_applications.php),,,,Software,,
"I come from Wall Street, and you'll never see me do a PowerPoint because I'm all about Excel spreadsheets. If it's not in the numbers, I don't care how strategic it is; it doesn't play out.",Safra A. Catz,sw_applications_files\general_image-5402.png,Software: Application Software (sw_applications.php),https://commons.wikimedia.org/wiki/File:Safra_Catz.JPG,"By Ilan Costica [CC BY-SA 3.0 or GFDL], from Wikimedia Commons",CC BY-SA 3.0 or GFDL,Software,,
